elapsedTime,altitude,xaccel,yaccel,zaccel
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.0,400.0,0.0,0.0,-32.0
0.10833333333333334,399.74133852370437,-7.2608797353005615e-09,-1.3880676829124675e-09,9.268677837644582e-11
0.30000000000000004,399.5445357107808,0.5501897979037186,-0.11435585947309207,-0.524270916626137
0.4833333333333334,398.2360535719857,0.2045339858519579,-0.25806867533205274,-2.291165561497571
0.5583333333333335,394.82642375240744,0.5820479257096876,-0.3737300116754763,-7.524105724732154
0.6583333333333334,393.15143120414706,0.5975030125154605,-0.37131286854308776,-9.566490514650024
0.7666666666666668,390.9143063834102,0.44802399573661855,-0.3407605754030722,-11.86634584914518
0.8666666666666669,388.6240609935267,0.18823511828719208,-0.2859988028254803,-13.810664294598702
1.0000000000000002,388.2228204984998,0.14052535445345027,-0.27839483840357165,-14.11670931768393
1.0583333333333336,384.1557416323186,-0.20074254051259965,-0.14461688837526124,-16.81802411098861
1.1666666666666667,380.64484616841736,0.44517432298708615,-0.024688829028725264,-19.680097808056203
1.2666666666666664,377.67072829329885,2.8215264108618534,0.07336585253967036,-27.387463893048803
1.366666666666666,374.5883546001648,5.514430359831508,0.1627931753862821,-38.36833806393496
1.4666666666666657,371.4460979535298,2.8992010165570488,0.2520434491921511,-42.05932808559508
1.5666666666666653,368.24435294141205,-0.5995137750951376,0.3392447782486926,-27.798030552354593
1.6583333333333317,365.19112557533686,-1.6010176691055178,0.4155806354872766,-19.30469984389399
1.7583333333333313,361.67783245108524,-1.8983687545636692,0.4813543901896327,-13.712312984672767
1.8666666666666643,357.61813261480563,-2.1823104432988227,0.5219383210106471,-10.676897015690358
1.966666666666664,353.6182367479931,-2.3807319812857504,0.5285817510141465,-9.671882037659069
2.0583333333333305,349.73294311147,-2.556117006174487,0.5031295158402295,-9.682133885829579
2.15833333333333,345.255281994762,-2.764817497840995,0.46645658491312336,-10.161197650353353
2.2583333333333298,340.5304188594765,-2.9982410748163923,0.4384661326751994,-10.805680170145395
2.3583333333333294,335.5621190753727,-3.2517454523315856,0.4236396086143332,-11.509073962889092
2.458333333333329,330.35466434549807,-3.5364474982498315,0.4528674095313437,-12.094590242765095
2.566666666666662,324.4484586777847,-3.8672514506162434,0.5210206407575171,-12.665362125207645
2.6666666666666616,318.7568358697271,-4.186905169690516,0.6074400114965602,-13.156525487702154
2.758333333333328,312.8395638720664,-4.519248430489889,0.7096879894312115,-13.578605636046563
2.8583333333333276,306.70104079394264,-4.8581773368356655,0.8103054596565235,-13.95175773034684
2.9583333333333273,300.3457249672299,-5.196173718353061,0.8855106743672801,-14.355877985939971
3.058333333333327,293.7781739706385,-5.531128915321745,0.9319807185333039,-14.804874347682837
3.1583333333333266,287.00308134293556,-5.871772583149967,0.9691229281601164,-15.234404736572186
3.258333333333326,280.025297278394,-6.217921329564606,1.0033259959483558,-15.680534409106826
3.358333333333326,272.84986445014147,-6.574236354573627,1.0525064103724477,-16.104463844305716
3.466666666666659,265.482030333319,-6.932993154202253,1.1017502415745244,-16.615690454910464
3.5666666666666584,258.56381882352525,-7.269632984642769,1.1634854572680862,-17.057069500388124
3.6583333333333248,250.84260707458307,-7.643147506181689,1.2436277936489568,-17.502636736119463
3.7583333333333244,242.27943218027735,-8.045800074421948,1.3198987645231155,-18.045441134061733
3.858333333333324,234.1979906950836,-8.417779213426346,1.3835673678614668,-18.553213671394165
3.9583333333333237,225.95279907966597,-8.788248822698772,1.4419547596616618,-19.066961010407926
4.058333333333326,217.54994078976233,-9.159838149837661,1.499424580408482,-19.58739170737998
4.158333333333329,208.99559333777816,-9.53198314929792,1.5591112480765756,-20.11279085077553
4.258333333333333,200.29603378113353,-9.904089161905006,1.6216034382509388,-20.64534968995308
4.358333333333337,191.4576316405256,-10.275151353233667,1.685395203280891,-21.177681032053883
4.458333333333342,182.4868267508595,-10.644107843809955,1.748527087858201,-21.713823213413168
4.558333333333347,173.3901255153808,-11.010335495240641,1.8101168608394422,-22.248471464716967
4.658333333333352,164.17408289383235,-11.373516774563168,1.8705947081646814,-22.782742168358503
4.766666666666686,156.40764906875742,-11.670544711512186,1.9120423349254605,-23.265890002674542
4.8583333333333565,153.18082908608972,-246.60932821777598,-14.962228831240253,243.09525096510075
4.96666666666669,158.95412346968274,-78.78265519877118,-7.601780994467495,-14.771553744241658
5.058333333333358,162.63745068915716,-19.892108854750475,-8.979412387258435,-19.13541560475371
5.1583333333333625,165.21768926141047,5.206376341347218,-5.6800676131414445,-36.22134705504424
5.258333333333366,167.33532352213325,10.056500505641152,-3.0332374398633912,-34.7908391199196
5.358333333333369,169.13953723869324,8.148484337939568,-1.7494541620753583,-28.496822385440733
5.458333333333373,170.52477236727924,5.529809050316537,-1.2668879082329758,-22.740913010187878
5.558333333333377,171.8185062229517,3.0684923043134136,-1.102459566254491,-17.234822689215076
5.658333333333381,172.67431331124533,1.5650113267800698,-1.136339334168308,-13.48286870034729
5.758333333333385,173.2014526300554,0.6246706233449846,-1.2665846417310684,-10.837631133808303
5.858333333333389,173.39915594118116,0.06951372960606861,-1.4712030859810146,-9.121297378727553
5.966666666666725,173.26916319984034,-0.2237408837142172,-1.7545058595519116,-8.194429288993682
6.058333333333395,172.81656904608252,-0.33758130643397477,-2.1323390268031006,-7.938071983783777
6.158333333333399,172.0511715219308,-0.33800071152820665,-2.6027594891597374,-8.246482071600395
6.258333333333402,171.0878129986948,-0.30694111080072917,-3.1134415734723317,-8.89840044191724
6.391666666666738,169.64881019496798,-0.32191621912755153,-3.7784162917371327,-9.965629945463819
6.475000000000071,168.47716720291044,-0.4105800237923143,-4.2409209518122255,-10.808695473808564
6.583333333333404,166.71328816925205,-0.6598674767046124,-4.81159742308087,-11.961986195568203
6.700000000000071,164.39610032620664,-1.124446182886666,-5.3326834726238035,-13.252897832260558
6.758333333333405,163.14429008173957,-1.3896289537329636,-5.502683123001112,-13.845427987002232
6.875000000000072,160.4757469316397,-1.9001835509128409,-5.623837966547566,-14.96759340867896
6.966666666666739,157.39910270292134,-2.2067628377481103,-5.382259513145227,-16.15463637763711
7.058333333333406,154.56909695606248,-1.6246244941888617,-4.8620149108545005,-18.06035386573067
7.158333333333409,152.01477181854622,-256.0116502937404,-44.55129229508126,-357.2932594445599
7.258333333333413,151.16189071913578,-36.10480339225018,6.342886021261478,-14.002514630555789
7.366666666666749,150.64846988646892,-35.54722884258874,11.911627814575365,0.16497821135096957
